Timestamp,SF ID of the candidate whose project is being reviewed,GitHub repo link under review,Is the GitHub link provided proper?,Folder structure is inline with the MiniProject template,"GitHub actions are added and are working for Build (Windows + Linux), Analysis, Unit testing",Clone and build works on Linux and Windows,High level and low level requirements are captured clearly with SWAT analysis,Design of the project is captured clearly with UML diagrams,Test plan captures Integration and unit test plans to test all the requirements,Multi function and Mutifile Approach is followed in the implementation of code,Number of Unit test cases written in total,Code is commented in Doxygen style and can generate document,"Makefile is written to build (Windows +Linux), Test unit test cases, Analyze(Static + Dynamic), Code Coverage ",Code is implemented using best practices [Comments are added for each function],"Code is implemented using best practices [Meaningful names for variables, functions and files]",Code is implemented using best practices [Dynamic memory is freed after use],"Code is implemented using best practices [Typedef used for enums, structures and function pointers]",Code is implemented using best practices [Structures used are passed to functions by pointers],Code is implemented using best practices [Use of function pointers],Code is implemented using best practices [Unit test cases to test all the written code - Code coverage],Overall Concepts/Elements/Components that you like about this project,Any other comments,Overall Concepts/Elements/Components that needs improvement in this project
15-04-2021 01:02,256247,https://github.com/lezlecode/MiniProjectLT,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Project has not been added yet.,,Project has not been added yet.
15-04-2021 01:08,258213,https://github.com/sobinrajan1999/Mini_Project_Contact_Management_System.git,Yes,Yes,Errors are shown,Yes,Yes,Yes,No,Yes,5,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Implemented correctly,"1. Template is properly followed, 2. Multiple functionalities are added with the help of multi-file programming. 3. File handling concepts are used in the project. ",,"1. Some github workflows actions have failed, 2. Test plan is not added to the project structure."
15-04-2021 01:08,256271,https://github.com/MRK4863/LTTS_project.git,Yes,Yes,Errors are shown,Makefile to build on both OS is missing,Yes,Yes,No,Yes,5,No,Errors exist in makefile,No,Implemented correctly,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Not completed ,Thankyou,"Done very well, good project topic"
15-04-2021 01:15,260894,https://github.com/MeherThanmaiee/Mini_Project.git,Yes,Some folders are missing,Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,10,Need improvement,Yes,No,Implemented correctly,Need improvement,No,No,No,Need improvement,Good project.,,Report and Output images are yet to be provided.
15-04-2021 01:16,264873,https://github.com/am1969464/MiniProject,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Nothing is added under the folder.,No work is done., Project work is missing. Only repository is created.
15-04-2021 01:18,258219,https://github.com/rdevgupta/Stepin_mini_project,Yes,Some folders are missing,No,No,Needs improvements,Needs improvements,No,Needs improvements,0,No,Need improvement,Need improvement,Implemented correctly,No,No,No,No,No,concept was good.,No,Mini project template to be followed.
15-04-2021 01:21,260009,https://github.com/swapnil99jakhi/MiniProject_LTTS.git,Yes,Some folders are missing,Yes,Yes,Yes,No,No,Yes,1,No,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,No,Implemented correctly,Requirement analysis is good. Usage of dynamic memory allocation and structures and typedefs,,Enums can be implemented. Code coverage need to be incorporated
15-04-2021 01:21,260009,https://github.com/swapnil99jakhi/MiniProject_LTTS.git,Yes,Some folders are missing,Yes,Yes,Yes,No,No,Yes,1,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Implemented correctly,"Requirement Analysis, Good usage of DMA, Structures, Pointers etc.",,"Just try implementing function pointers if it is possible, Code coverage needs to be done"
15-04-2021 01:22,291100,https://github.com/Harshbaisla/Miniproject-16-April-.git,Yes,Some folders are missing,No,No,Yes,Yes,No,No,0,Need improvement,No,No,No,No,No,No,No,No,Good project.,,"Implementation, test plan, output are to be provided."
15-04-2021 01:27,265057,https://github.com/debasish2110/LTTS-C-MiniProject.git,Yes,No,Errors are shown,Makefile to build on both OS is missing,No,No,No,Needs improvements,0,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,No,Implemented correctly,Need improvement,Good concept.,No,Should follow the mini project template
15-04-2021 01:29,260072,https://github.com/MohdHusainKhan/MiniProject.git,Yes,Yes,Yes,Yes,Yes,Needs improvements,Yes,Yes,9,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Need improvement,Implemented correctly,"Implemented star-delta conversion for impedances. Requriment analysis, doxygen is well written",,"Try checking for Function pointers, code coverage needs to be done."
15-04-2021 01:31,260072,https://github.com/MohdHusainKhan/MiniProject.git,Yes,Some folders are missing,Yes,Yes,Yes,No,Yes,Yes,9,Yes,Need improvement,Implemented correctly,Implemented correctly,No,Need improvement,Need improvement,Need improvement,Implemented correctly,Concept of taking the star delta conversion sounds good. Building the workflows in github is good  ,,Code quality using codacy and code coverage wokflows can be done and f possible can implement dynamc memory allocation
15-04-2021 01:34,265054,https://github.com/Shriya-265054/Stepin-MiniProject.git,Yes,Some folders are missing,Yes,Yes,Yes,Needs improvements,No,Yes,1,No,Yes,No,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Multi file approach ,,"More unit test cases,doxygen style documentation and more UML diagrams"
15-04-2021 01:35,265109,https://github.com/subhamkhd/Mini_Project_LTTS_Step_in.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Project was not started yet.,No.,Project has to be started.
15-04-2021 01:42,264046,https://github.com/264046/Miniproject_RouthArray,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,No,Yes,No,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,Implemented correctly,Multi file approach is used properly and code is well written.,,unit testing is good and programming style is also good.
15-04-2021 01:43,256240,https://github.com/Manikanta489/Stepin256240-MiniProject.git,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,11,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Overall workflows building and the usage all the concepts without leaving any one is good,,Start doing UML diagrams in design folder and Generate the documentation file
15-04-2021 01:43,258286,https://github.com/TanujSharma369/Perceptron.git,Yes,Yes,No,Yes,Yes,Needs improvements,No,Yes,0,No,No,No,Implemented correctly,Need improvement,No,Implemented correctly,No,No,"1. Project idea is innovative,  2. Project repository is well structured 3. Requirements are precisely explained.",,1. github workflows is missing 2. Makefile only for the run function is created. 3. Code documentation is missing.
15-04-2021 01:45,260010,https://github.com/AdityaBakshi5/Mini_Project_LTTS,Yes,Some folders are missing,Yes,Yes,Yes,Yes,Yes,Yes,3,No,Yes,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Implemented correctly,Need improvement,Need improvement,"Niece concept implemented. Excellent way of writing requirements, design ",,Needs improvement in documentations. Try to implement function pointers
15-04-2021 01:48,265092,https://github.com/Tiwari007/L-T-Miniproject-in-C.git,Yes,Yes,Yes,Yes,No,No,Needs improvements,Yes,4,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,No,Implemented correctly,Interesting game!!,,Good Implementaion
15-04-2021 01:52,259219,https://github.com/Roopesh16/Stepin-Mini-Project.git,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,No,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,No,No,No,Need improvement,solve sudoku algorithm,,Make file 
15-04-2021 01:55,264873,"https://github.com/am1969464/MiniProject	",Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,repo is empty,repo is empty,repo is empty
15-04-2021 02:01,258027,https://github.com/258027/Miniproject-_-258027.git,Yes,No,No,No,Yes,Needs improvements,No,Needs improvements,0,No,No,Need improvement,Implemented correctly,Implemented correctly,No,Need improvement,No,No,Very simple code,,multifile needs improvement and testing
15-04-2021 02:11,258286,"https://github.com/TanujSharma369/Perceptron.git	",Yes,Yes,No,Makefile to build on both OS is missing,Yes,Needs improvements,No,Yes,0,No,No,No,Implemented correctly,No,No,Implemented correctly,No,No,Concept is great and unique. need to work on it more. ,none,"Do some documentation. Work on code coverage and code analysis. Also add test cases on it. Clock is ticking, work faster."
15-04-2021 02:12,258071,https://github.com/indiya77/MiniProject.git,Yes,Some folders are missing,No,Yes,Yes,Yes,Yes,Needs improvements,16,No,Need improvement,No,Implemented correctly,Implemented correctly,Need improvement,No,No,Implemented correctly,Testing,,Multifile
15-04-2021 02:53,264827,"git@github.com:shashanparekh/stepin_project.git	",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,Yes,No,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,Implemented correctly,none,,none
15-04-2021 04:02,266454,https://github.com/Ramyabharathi-T/miniproject-Phonebook,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Not Started yet,Please Start soon,Not Started yet
15-04-2021 04:03,260179,"	https://github.com/anaghabvm/My_Vocabulary.git",Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Not started yet,,Not started yet
15-04-2021 04:04,264789,https://github.com/Rohan07Singh/Mini_Project-L-T-.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Not started yet,,Not started yet
15-04-2021 07:03,267243,https://github.com/govindbansal1309/mini-project.git,Yes,Yes,Yes,Makefile to build on both OS is missing,Needs improvements,No,No,Yes,0,Yes,No,No,Implemented correctly,No,No,No,No,No,"The project topic is very good ,just needs to code the MAKE file properly ",must add code coverage and unit test cases,"code coverage,  Make file, unit testing ,proper documentation needed"
15-04-2021 07:24,264873,https://github.com/am1969464/MiniProject,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,This person have not yet added anything to his repo. It is just a empty repo with no folders or files,NA,He needs to upload his code files on the repor
15-04-2021 07:33,293642,https://github.com/Akhildodda451/ltts293642.git,Yes,Yes,No,Makefile to build on both OS is missing,Yes,Yes,No,Yes,3,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,The project has been properly structured and well done overall,NA,"1. The makefile does not check the OS
2. GitHub actions have not been created for the project
3. Code coverage has not been done 
4. No test plans have been specified, only the test file has been created"
15-04-2021 07:39,264887,https://github.com/Anweshavk/Conversion-Calculator-.git,Yes,No,No,Makefile to build on both OS is missing,No,No,No,No,0,No,No,No,No,No,No,No,No,No,The project idea is nice,NA,The contents of the project have not yet been updated in the given GitHub repo 
15-04-2021 07:43,259899,https://github.com/nuPURohit/LTTS_MiniProject_StepIn.git,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,No,Need improvement,No,Implemented correctly,Very good concepts,vey good execution,add Comments in your program to explain .
15-04-2021 07:48,291474,https://github.com/Ashish291474/mini_project.git,Yes,Some folders are missing,Errors are shown,Yes,No,No,No,Yes,0,No,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,Innovative project idea,,1. Certain elements of the project have not yet been updated in the GitHub repo
15-04-2021 07:51,259958,https://github.com/swapnilkhandekar999/financialcalculator.git,Yes,Some folders are missing,Yes,Yes,Needs improvements,Needs improvements,Yes,Yes,12,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,The Components are very good,the idea is great,"some files are missing ,please add those and it will be perfect."
15-04-2021 08:01,260459,https://github.com/Madhuraaaaa/StepIn-Mini-project,No,Yes,Errors are shown,Yes,Yes,Yes,Needs improvements,Yes,6,Yes,Yes,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Person have correctly implemented the code using multifile approach and Makefile is working for both Windows and Linux. ,The program should accept user inputs. Currently it is working with hard coded inputs which is not good for any project. ,Person should implement logic for user inputs for desired inputs from user
15-04-2021 08:09,264587,https://github.com/venkateswari4/miniproject.git,Yes,No,No,Yes,Needs improvements,No,Needs improvements,No,1,No,No,Need improvement,Implemented correctly,No,No,No,No,No,"I assume you are a beginner, great job on implementing the code. Header guards are used.",Great job,"I assume you are a beginner, great job on implementing the code. I would suggest you to look at more sample repos and implement features like Dynamic memory allocation and deallocation, Improve implementation directory structure. Test cases are not sufficient. Try to add documentation in header file itself, make understanding code much simpler. Perform static and dynamic code analysis(after implementing malloc() free() etc.). Also add the images in readme.md for better aesthetics and understanding. Uml Diagrams are missing and ones made lacks few diagram component, make sure to add them, for eg: in usecase box is missing which shows system boundary. Overall good work, keep learning and keep hustling!"
15-04-2021 08:09,260212,https://github.com/joydeep2899/260212_miniproject/,Yes,Yes,Yes,No,Yes,Yes,No,Yes, ,Yes,Need improvement,Implemented correctly,Implemented correctly,No,No,No,Implemented correctly,No,Multi file implementation is good.,,Unit Testing
